_inventory,_substance,_other_names,_use,_cas,GRAS Notice (GRN) No.,Substance,Intended Use,Basis,Notifier,Notifier Address,Date of filing,GRN Part 1,GRN Part 2,GRN Part 3,GRN Part 4,GRN Part 5,GRN Part 6,GRN Part 7,Date of closure,Date of correction letter,FDA's Letter,Date additional correspondence,Additional correspondence,Date additinoal correspondence 2,Additional correspondence 2,Date additional correspondence 3,Additional correspondence 3,Date additional correspondence 4,Additional correspondence 4,Resubmission,Resubmitted,Notes,Related submission
gras_notices,Bifidobacterium animalis subsp. lactis strain AD011,,"Ingredient in non-exempt infant formula (milk- and soy-based) for term infants at levels up to 108 colony forming units (CFU)/g of powdered formula; and, in fermented milk, including buttermilk and kefir, flavored milk beverage mixes, dried milk powder, imitation milk, yogurt, powdered baby cereals and foods, meal replacement and nutritional drink mix powders, and powdered sugar substitutes at levels up to 1010 CFU B. lactis AD011/serving.",,952,Bifidobacterium animalis subsp. lactis strain AD011,"Ingredient in non-exempt infant formula (milk- and soy-based) for term infants at levels up to 108 colony forming units (CFU)/g of powdered formula; and, in fermented milk, including buttermilk and kefir, flavored milk beverage mixes, dried milk powder, imitation milk, yogurt, powdered baby cereals and foods, meal replacement and nutritional drink mix powders, and powdered sugar substitutes at levels up to 1010 CFU B. lactis AD011/serving.",Scientific procedures,"BIFIDO Co., Ltd.","23-16, Nonggongdanji-gil, Hongcheon-eup; Hongcheon-gun, Gangwon-do, 25117; Republic of Korea",,GRN 952 with amendments (in PDF),,,,,,,03/17/2021,,FDA has no questions (in PDF),,,,,,,,,875,,,
gras_notices,"Lactobacillus plantarum strain CECT 7527, CECT 7528, and CECT 7529",,"For use individually or in combination, as an ingredient in conventional foods, such as yogurt and other dairy products, soy products, chewing gum, and confectionary snacks at a maximum level of 4 x 109 colony forming units (CFU)/serving, when used individually and at a maximum level of 1.2 x 1010 CFU/serving, when used in combination.",,953,"Lactobacillus plantarum strain CECT 7527, CECT 7528, and CECT 7529","For use individually or in combination, as an ingredient in conventional foods, such as yogurt and other dairy products, soy products, chewing gum, and confectionary snacks at a maximum level of 4 x 109 colony forming units (CFU)/serving, when used individually and at a maximum level of 1.2 x 1010 CFU/serving, when used in combination.",Scientific procedurews,"Kaneka Americas Holding, Inc","6161 Underwood Road; Pasadena, Texas 77507",,GRN 953 with amendments (in PDF),,,,,,,02/05/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Fibrillated cellulose,,"Intended for use as a rheology modifier, stabilizer, low calorie fat substitute and bulking agent, source of fiber, component to improve food quality (e.g. humectant and texturizer), and processing aid in baked goods and baking mixes (at levels of 0.5-5.0%), puffed snacks (at levels of 2-5%), alcoholic beverages (at levels of 0.3-0.5%), non-alcoholic beverages (at levels of 0.28-1.0%), cheeses (at levels of 0.1-1.25%), confections and frostings (at levels of 0.2-5.0%), salad dressings (at levels of 1.0-3.0%), fruit juices and drinks (at levels of 0.5-2.0%), frozen dairy desserts and mixes (at levels of 0.1-1.0%), gelatins, puddings and fillings (at levels of 1.4-4.8%), gravies and sauces (at levels of 0.25-1.3%), milk and milk products (at levels of 0.25-0.7%)(all calculated as a weight/weight percentage). Additionally, it is intended for use as a protective coating for fresh fruits and vegetables at levels up to 10 g per square meter of produce.",,954,Fibrillated cellulose,"Intended for use as a rheology modifier, stabilizer, low calorie fat substitute and bulking agent, source of fiber, component to improve food quality (e.g. humectant and texturizer), and processing aid in baked goods and baking mixes (at levels of 0.5-5.0%), puffed snacks (at levels of 2-5%), alcoholic beverages (at levels of 0.3-0.5%), non-alcoholic beverages (at levels of 0.28-1.0%), cheeses (at levels of 0.1-1.25%), confections and frostings (at levels of 0.2-5.0%), salad dressings (at levels of 1.0-3.0%), fruit juices and drinks (at levels of 0.5-2.0%), frozen dairy desserts and mixes (at levels of 0.1-1.0%), gelatins, puddings and fillings (at levels of 1.4-4.8%), gravies and sauces (at levels of 0.25-1.3%), milk and milk products (at levels of 0.25-0.7%)(all calculated as a weight/weight percentage). Additionally, it is intended for use as a protective coating for fresh fruits and vegetables at levels up to 10 g per square meter of produce.",Scientific procedures,"Vireo Advisors, LLC","111 Perkins St, # 223; Boston, Massachusetts 02130",,GRN 954 with amendments (in PDF),,,,,,,06/10/2021,,"At the notifier's request, FDA ceased to evaluate this notice (in PDF)",,,,,,,,,,,,
gras_notices,Bacillus subtilis ATCC SD-7280,,"Intended for use as an ingredient in baked goods and baking mixes, breakfast cereals, beverages and beverage bases, coffee and tea, milk and milk products, dairy product analogs, fruit juices, condiments and relishes, confections and frostings, frozen dairy desserts and mixes, fruit and water ices, drinking water, sports drinks, gelatins, jams and jellies, puddings and fillings; grain products and pastas, hard candy, soft candy, chewing gum, extracts, and flavorings, herbs, seeds, spices, seasonings, blends, nuts and nut products, plant protein products, processed fruits, processed vegetables and vegetable juices, snack foods, soups and soup mixes, sugar and sweet sauces, toppings, and syrups at up to 6x109 spores/serving.",,956,Bacillus subtilis ATCC SD-7280,"Intended for use as an ingredient in baked goods and baking mixes, breakfast cereals, beverages and beverage bases, coffee and tea, milk and milk products, dairy product analogs, fruit juices, condiments and relishes, confections and frostings, frozen dairy desserts and mixes, fruit and water ices, drinking water, sports drinks, gelatins, jams and jellies, puddings and fillings; grain products and pastas, hard candy, soft candy, chewing gum, extracts, and flavorings, herbs, seeds, spices, seasonings, blends, nuts and nut products, plant protein products, processed fruits, processed vegetables and vegetable juices, snack foods, soups and soup mixes, sugar and sweet sauces, toppings, and syrups at up to 6x109 spores/serving.",Scientific procedures,Advanced Enzyme Technologies Ltd.,"Magnetica LIC Service Road, Louiswadi ; Thane (W) 400604 ; India",,GRN 956 with amendments (in PDF),,,,,,,08/18/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Lactobacillus johnsonii strain ATCC PTA-124205,,"Intended for use as an ingredient in dairy, cereal, chocolate, grain, and juice-based foods and beverages1 at up to 1011 colony forming units (CFU)/serving.",,957,Lactobacillus johnsonii strain ATCC PTA-124205,"Intended for use as an ingredient in dairy, cereal, chocolate, grain, and juice-based foods and beverages1 at up to 1011 colony forming units (CFU)/serving.",Scientific procedures,"Prozure, Inc.","22224 Collington Drive ; Boca Raton, FL 33428",,GRN 957 (in PDF),,,,,,,10/26/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Fungal oil (&ge;40% arachidonic acid) from Mortierella alpina strain AF,,"Intended for use as an ingredient in cow milk- and soy-based, non-exempt infant formula for term infants and exempt infant formula for pre-term infants at levels of 0.75 g/100 g total fat for term infants and 0.40 g/100 g total fat for preterm infants.",,958,Fungal oil (&ge;40% arachidonic acid) from Mortierella alpina strain AF,"Intended for use as an ingredient in cow milk- and soy-based, non-exempt infant formula for term infants and exempt infant formula for pre-term infants at levels of 0.75 g/100 g total fat for term infants and 0.40 g/100 g total fat for preterm infants.",Scientific procedures,"Hubei Fuxing Biotechnology Co., Ltd.","FL. 11, Bldg 23, Baishazhou Avenue; Baishazhou Enterprise City ; Wuhan 43000 ; China",,GRN 958 with amendments (in PDF),,,,,,,03/26/2021,,"At the notifier's request, FDA ceased to evaluate this notice (in PDF)",,,,,,,,,,,,
gras_notices,Hypromellose acetate succinate,,"Intended for use as an enteric coating agent, carrier for solid dispersions, and an enteric agent in tablets/caplets, granules, pellets, and capsules (including gel caps, pills, soft gels, and vegi caps) at levels ranging from 5% to 80% of the final product weight.",,960,Hypromellose acetate succinate,"Intended for use as an enteric coating agent, carrier for solid dispersions, and an enteric agent in tablets/caplets, granules, pellets, and capsules (including gel caps, pills, soft gels, and vegi caps) at levels ranging from 5% to 80% of the final product weight.",Scientific procedures,"Shin-Etsu Chemical Co., Ltd.","YBP Technical Center, 134 Godo-cho; Hodogaya-ku, Yokohama 240-0005; Japan",,GRN 960 with amendments (in PDF),,,,,,,12/21/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,&beta;-glucan derived from Agrobacterium sp. CCTCC No. M2010020,,Intended for use as an ingredient in baked goods and baking mixes; beverages and beverage bases; breakfast cereals; dairy product analogs; frozen dairy desserts; grain products and pastas; gravies and sauces; jams and jellies; milk products; processed fruits and fruit juices; and processed vegetables and vegetable juices at levels ranging from 0.1 to 0.9%,,961,&beta;-glucan derived from Agrobacterium sp. CCTCC No. M2010020,Intended for use as an ingredient in baked goods and baking mixes; beverages and beverage bases; breakfast cereals; dairy product analogs; frozen dairy desserts; grain products and pastas; gravies and sauces; jams and jellies; milk products; processed fruits and fruit juices; and processed vegetables and vegetable juices at levels ranging from 0.1 to 0.9%,Scientific procedures,"Sichuan Synlight Biotech, Ltd.","Chengnan Industrial Park; Economic Development Area; Luojiang District, Deyang City; Sichuan Province; China",,GRN 961 with amendments (in PDF),,,,,,,05/19/2021,,"At the notifier's request, FDA ceased to evaluate this notice (in PDF)",,,,,,,,,,,,
gras_notices,Rice bran wax,,Intended for use in oils at levels up to 0.15% to improve heat transfer and stability for frying selected potato products.,,962,Rice bran wax,Intended for use in oils at levels up to 0.15% to improve heat transfer and stability for frying selected potato products.,Scientific procedures,McCain Foods Ltd.,"439 King Street W; Toronto, ON M5V 1K4; Canada",,GRN 962 with amendments (in PDF),,,,,,,03/17/2022,,"At the notifier's request, FDA ceased to evaluate this notice (in PDF)",,,,,,,,,,,,
gras_notices,Fungal oil (&ge;40% arachidonic acid) from Mortierella alpina,,"Intended for use as an ingredient in cow milk-and soy-based non-exempt infant formulas for term infants at levels providing up to 0.75% of fat as arachidonic acid (ARA) and in exempt infant formula for pre-term infants at levels providing up to 0.4% of fat as ARA, in combination with a safe and suitable source of docosahexaenoic acid (DHA) at a ratio ranging from 1:1 to 2:1 ARA:DHA.",,963,Fungal oil (&ge;40% arachidonic acid) from Mortierella alpina,"Intended for use as an ingredient in cow milk-and soy-based non-exempt infant formulas for term infants at levels providing up to 0.75% of fat as arachidonic acid (ARA) and in exempt infant formula for pre-term infants at levels providing up to 0.4% of fat as ARA, in combination with a safe and suitable source of docosahexaenoic acid (DHA) at a ratio ranging from 1:1 to 2:1 ARA:DHA.",Scientific procedures,BASF Corporation,"100 Park Avenue; Florham Park, NJ 07932;",,GRN 963 (in PDF),GRN 963 amendments,,,,,,10/19/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Lysophospholipase enzyme preparation from Aspergillus niger produced by Trichoderma reesei,,"Intended for use as an enzyme in carbohydrate processing (e.g., high fructose corn syrup) at 24.16 mg Total Organic Solids/kg raw material.",,964,Lysophospholipase enzyme preparation from Aspergillus niger produced by Trichoderma reesei,"Intended for use as an enzyme in carbohydrate processing (e.g., high fructose corn syrup) at 24.16 mg Total Organic Solids/kg raw material.",Scientific procedures,DuPont Nutrition & Biosciences),"925 Page Mill Road; Palo Alto, CA 94304",,GRN 964 (in PDF),GRN 964 amendment (in PDF),,,,,,09/09/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Arabinase enzyme preparation produced by Aspergillus tubingensis,,"Intended for use as an enzyme in the processing of fruit- and vegetable- based purees, pastes, and juices and in winemaking at levels up to 24 mg Total Organic Solids/kg food.",,965,Arabinase enzyme preparation produced by Aspergillus tubingensis,"Intended for use as an enzyme in the processing of fruit- and vegetable- based purees, pastes, and juices and in winemaking at levels up to 24 mg Total Organic Solids/kg food.",Scientific procedures,"Shin Nihon Chemical Co., Ltd.","19-10 Showa-cho, Anjo; Aichi 446-0063; Japan",,GRN 965 (in PDF),GRN 965 amendments,,,,,,07/20/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Preparations containing three to eight bacteriophages specific to Campylobacter jejuni,,"Intended for use as an antimicrobial on raw red meat, including whole carcasses, primals, subprimals, cuts, trimmings, and organs; and raw poultry, including carcasses and parts at levels up to 108 plaque-forming units (PFU)/g of food.",,966,Preparations containing three to eight bacteriophages specific to Campylobacter jejuni,"Intended for use as an antimicrobial on raw red meat, including whole carcasses, primals, subprimals, cuts, trimmings, and organs; and raw poultry, including carcasses and parts at levels up to 108 plaque-forming units (PFU)/g of food.",Scientific procedures,"Intralytix, Inc.","8681 Robert Fulton Drive; Columbia, MD 21046",,GRN 966 with amendments (in PDF),,,,,,,10/06/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Soluble egg-white protein produced by Komagataella phaffii strain GSD-1209,,"Intended for use as a substitute for egg-white protein in foods containing eggs; and as a source of protein in nutritional powders and drinks; bars; and certain snack foods at levels in accordance with current good manufacturing practices (excluding infant formula, or in any products under the jurisdiction of the United States Department of Agriculture).",,967,Soluble egg-white protein produced by Komagataella phaffii strain GSD-1209,"Intended for use as a substitute for egg-white protein in foods containing eggs; and as a source of protein in nutritional powders and drinks; bars; and certain snack foods at levels in accordance with current good manufacturing practices (excluding infant formula, or in any products under the jurisdiction of the United States Department of Agriculture).",Scientific procedures,Clara Foods Co.,"1 Tower Place Suite 800; South San Francisco, CA 94080",,GRN 967 (in PDF),GRN 967 amendments (in PDF),,,,,,09/09/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Rebaudioside B,,"Intended for use as a general-purpose sweetener in foods, excluding infant formula and meat and poultry products, at levels determined by good manufacturing practices.",,968,Rebaudioside B,"Intended for use as a general-purpose sweetener in foods, excluding infant formula and meat and poultry products, at levels determined by good manufacturing practices.",Scientific procedures,Blue California,"30111 Tomas; Rancho Santa Margarita, CA 92688",,GRN 968 (in PDF),,,,,,,03/10/2022,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Bacillus subtilis Bss-19 spore preparation,,Intended for use as an ingredient in foods generally (excluding infant formula and foods under the jurisdiction of the United States Department of Agriculture) at 1 x 1010 colony forming units (CFU)/serving.,,969,Bacillus subtilis Bss-19 spore preparation,Intended for use as an ingredient in foods generally (excluding infant formula and foods under the jurisdiction of the United States Department of Agriculture) at 1 x 1010 colony forming units (CFU)/serving.,Scientific procedures,"Danisco USA, Inc. (Dupont Nutrition and Biosciences)","Four New Century Parkway; New Century, Kansas 66031",,GRN 969 with amendments (in PDF),,,,,,,10/06/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Enzyme-modified steviol glycosides,,"Intended for use as a general-purpose sweetener in foods, excluding infant formula and meat and poultry products, at levels determined by current good manufacturing practices.",,970,Enzyme-modified steviol glycosides,"Intended for use as a general-purpose sweetener in foods, excluding infant formula and meat and poultry products, at levels determined by current good manufacturing practices.",Scientific procedures,"Shandong Shengxiangyuan Biotechnology Co., Ltd","No. 58 East Haiguan Rd.; Qufu, Shandong 273100; China",,GRN 970 (in PDF),,,,,,,04/09/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Bacillus clausii strain 088AE spore preparation,,"Intended for use as an ingredient at a maximum level of 2 x 109 colony forming units (cfu)/serving in baked goods and baking mixes, breakfast cereals, cheeses, alcoholic beverages, nonalcoholic beverages and beverage bases, coffee and tea, milk and milk products, dairy product analogs, fats and oils, fresh fruit juices, condiments and relishes, confections and frostings, frozen dairy desserts and mixes, fruit and water ices, gelatins, puddings and fillings, jams and jellies, alcoholic beverages, grain products and pastas, hard candy and cough drops, soft candy, chewing gum, herbs, seeds, spices, seasonings, blends, extracts, and flavorings, nuts and nut products, plant protein products, processed fruits, processed vegetables and vegetable juices, snack foods, soups and soup mixes, sugar and sweet sauces, toppings, and syrups.",,971,Bacillus clausii strain 088AE spore preparation,"Intended for use as an ingredient at a maximum level of 2 x 109 colony forming units (cfu)/serving in baked goods and baking mixes, breakfast cereals, cheeses, alcoholic beverages, nonalcoholic beverages and beverage bases, coffee and tea, milk and milk products, dairy product analogs, fats and oils, fresh fruit juices, condiments and relishes, confections and frostings, frozen dairy desserts and mixes, fruit and water ices, gelatins, puddings and fillings, jams and jellies, alcoholic beverages, grain products and pastas, hard candy and cough drops, soft candy, chewing gum, herbs, seeds, spices, seasonings, blends, extracts, and flavorings, nuts and nut products, plant protein products, processed fruits, processed vegetables and vegetable juices, snack foods, soups and soup mixes, sugar and sweet sauces, toppings, and syrups.",Scientific procedures,Advanced Enzyme Technologies Ltd.,"5th Floor, A wing, Sun Magnetica; L.I.C. Service Road, Louiswadi; Thane (W) 400 064; India",,GRN 971 with amendments (in PDF),,,,,,,03/03/2022,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Pectin hydrolysate from carrot pomace,,"Intended for use as an ingredient at a maximum level of 25 grams per 100 grams of food in nonalcoholic beverages and beverage bases, breakfast cereals, dairy product analogs, grain products and pastas, baby food, milk products, processed fruits and fruit juices, processed vegetables and vegetable juices, snack foods, and, soups and soup mixes.",,972,Pectin hydrolysate from carrot pomace,"Intended for use as an ingredient at a maximum level of 25 grams per 100 grams of food in nonalcoholic beverages and beverage bases, breakfast cereals, dairy product analogs, grain products and pastas, baby food, milk products, processed fruits and fruit juices, processed vegetables and vegetable juices, snack foods, and, soups and soup mixes.",Scientific procedures,NutriLeads B.V.,Bronland 12N; 6708 WH Wageningen; The Netherlands,,GRN 972 (in PDF),GRN 972 amendments (in PDF),,,,,,03/25/2022,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Maple wood fiber,,"Intended for use as a bulking agent, emulsifier, humectant, stabilizer, and texturizer in bread and bakery products; mayonnaise-based spreads, dips, and dressings; tomato-based sauces; dairy products; pasta; flour tortillas and flatbreads; granola and granola bars; batters; phyllo pastry, eggroll/dumpling wraps and similar products; margarine and emulsified spreads; icing; confectionery; chocolate and chocolate products; and nut butters and spreads at levels ranging from 1.4 to 34%.",,973,Maple wood fiber,"Intended for use as a bulking agent, emulsifier, humectant, stabilizer, and texturizer in bread and bakery products; mayonnaise-based spreads, dips, and dressings; tomato-based sauces; dairy products; pasta; flour tortillas and flatbreads; granola and granola bars; batters; phyllo pastry, eggroll/dumpling wraps and similar products; margarine and emulsified spreads; icing; confectionery; chocolate and chocolate products; and nut butters and spreads at levels ranging from 1.4 to 34%.",Scientific procedures,"Renmatrix, Inc.","660 Allendale Road; King of Prussia, PA 19406",,GRN 973 (in PDF),GRN 973 amendments,,,,,,05/13/2021,,"At the notifier's request, FDA ceased to evaluate this notice (in PDF)",,,,,,,,,,,,
gras_notices,Maltogenic alpha-amylase enzyme preparation produced by Bacillus subtilis,,Intended for use as an enzyme in baking and other cereal-based processes at 22 mg Total Organic Solids per kg raw material.,,974,Maltogenic alpha-amylase enzyme preparation produced by Bacillus subtilis,Intended for use as an enzyme in baking and other cereal-based processes at 22 mg Total Organic Solids per kg raw material.,Scientific procedures,AB Enzymes Inc.,"8211 W. Broward Blvd., Suite 375; Plantation, FL 33324",,GRN 974 (in PDF),,,,,,,02/02/2022,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Maltogenic alpha-amylase enzyme preparation produced by Bacillus licheniformis carrying the gene coding for maltogenic alpha-amylase from Geobacillus stearothermophilus,,"Intended for use as an enzyme at 25 milligrams Total Organic Solids (TOS) per kilogram starch-derived dry matter during processing of starch, cereals, and cereal-based beverages, brewing and baking.",,975,Maltogenic alpha-amylase enzyme preparation produced by Bacillus licheniformis carrying the gene coding for maltogenic alpha-amylase from Geobacillus stearothermophilus,"Intended for use as an enzyme at 25 milligrams Total Organic Solids (TOS) per kilogram starch-derived dry matter during processing of starch, cereals, and cereal-based beverages, brewing and baking.",Scientific procedures,Novazymes NA,"77 Perry Chapel Church Rd; Franklinton NC, 27525",,GRN 975 with amendments (in PDF),,,,,,,07/08/2021,08/05/2021,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Sodium hyaluronate,,"Intended for use as an ingredient in fruit drinks/ades, carbonated soft drinks, candy, milk drinks, yogurt, and ready-to-eat cereals at levels ranging from 40-60 mg/serving.",,976,Sodium hyaluronate,"Intended for use as an ingredient in fruit drinks/ades, carbonated soft drinks, candy, milk drinks, yogurt, and ready-to-eat cereals at levels ranging from 40-60 mg/serving.",Scientific procedures,"Bloomage Biotechnology Corp., Ltd.","No. 678 Tianchen St., High-Tech Development Zone; Jinan, Shandong, 250101; China",,GRN 976 (in PDF),,,,,,,05/24/2021,,"At the notifier's request, FDA ceased to evaluate this notice (in PDF)",,,,,,,,,,,,
gras_notices,D-tagatose produced via novel enzymatic cascade,,"Intended for use as a nutritive sweetener, flavor enhancer, humectant, texturizer, and stabilizer at levels ranging from 1 to 100% in multiple food categories.",,977,D-tagatose produced via novel enzymatic cascade,"Intended for use as a nutritive sweetener, flavor enhancer, humectant, texturizer, and stabilizer at levels ranging from 1 to 100% in multiple food categories.",Scientific procedures,"Bonumose, LLC","1725 Discovery Drive, Suite 220; Charlottesville, VA 22911",,GRN 977 with amendment (in PDF),,,,,,,10/21/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Hydrolyzed aqueous olive pulp extract,,"Intended for use as an antioxidant at up to 300 mg per serving, to provide 5 to 10 mg of hydroxytyrosol per serving, in bakery products; beverages; dairy products and substitutes; desserts; fats and oils; fruit juices and nectars; dry seasoning mixes for meat, poultry and fish; chewing gum; sauces, dips, gravies and condiments; snacks; and vegetable juices.",,978,Hydrolyzed aqueous olive pulp extract,"Intended for use as an antioxidant at up to 300 mg per serving, to provide 5 to 10 mg of hydroxytyrosol per serving, in bakery products; beverages; dairy products and substitutes; desserts; fats and oils; fruit juices and nectars; dry seasoning mixes for meat, poultry and fish; chewing gum; sauces, dips, gravies and condiments; snacks; and vegetable juices.",Scientific procedures,Oliphenol LLC,"26225 Eden Landing Road, Suite C; Hayward, CA 94545",,GRN 978 with amendment (in PDF),,,,,,,12/10/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Pectin esterase enzyme preparation produced by Aspergillus oryzae expressing a pectin esterase gene from A. tubingensis,,"Intended for use as an enzyme at up to 26 mg Total Organic Solids (TOS) per kg raw material, in the processing of fruits, vegetables, coffee, wine and flavoring.",,979,Pectin esterase enzyme preparation produced by Aspergillus oryzae expressing a pectin esterase gene from A. tubingensis,"Intended for use as an enzyme at up to 26 mg Total Organic Solids (TOS) per kg raw material, in the processing of fruits, vegetables, coffee, wine and flavoring.",AB Enzymes Inc.,"8211 W. Broward Blvd. Suite 375; Plantation, FL 33324",,,GRN 979 with amendments (in PDF),,,,,,,10/18/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Dry whole milk,,"Intended for use as an ingredient in cow milk-based, non-exempt infant formula for term infants at a maximum level of 16% (w/w) of powdered infant formula.",,980,Dry whole milk,"Intended for use as an ingredient in cow milk-based, non-exempt infant formula for term infants at a maximum level of 16% (w/w) of powdered infant formula.",Scientific procedures,"ByHeart, Inc.","689 5th Avenue; 14th Floor; New York, NY 10022",,GRN 980 with amendments (in PDF),,,,,,,07/13/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Sterol esterase enzyme preparation produced by Trichoderma reesei expressing a gene encoding sterol esterase from Melanocarpus albomyces,,Intended for use as an enzyme in the manufacture of baked goods at up to 10 mg Total Organic solids per kg flour.,,981,Sterol esterase enzyme preparation produced by Trichoderma reesei expressing a gene encoding sterol esterase from Melanocarpus albomyces,Intended for use as an enzyme in the manufacture of baked goods at up to 10 mg Total Organic solids per kg flour.,Scientific procedures,AB Enzymes Inc.,"8211 W. Broward Blvd.; Plantation, FL 33324",,GRN 981 with amendments (in PDF),,,,,,,05/10/2022,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Polygalacturonase enzyme preparation produced by Aspergillus oryzae expressing a polygalacturonase gene from A. tubingensis Mosseray,,"Intended for use as an enzyme at up to 2 mg Total Organic Solids (TOS) per kg raw material in coffee, fruit and vegetable processing, and in the production of flavoring and wine.",,982,Polygalacturonase enzyme preparation produced by Aspergillus oryzae expressing a polygalacturonase gene from A. tubingensis Mosseray,"Intended for use as an enzyme at up to 2 mg Total Organic Solids (TOS) per kg raw material in coffee, fruit and vegetable processing, and in the production of flavoring and wine.",Scientific procedures,AB Enzymes Inc.,"8211 W. Broward Blvd. Suite 375 ; Plantation, FL 33324",,GRN 982 (in PDF),,,,,,,02/02/2022,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Purified steviol glycosides from the leaves of Stevia rebaudiana (Bertoni),,"Intended for use as a general-purpose sweetener in foods, excluding infant formula and meat and poultry products, at levels determined by good manufacturing practices.",,983,Purified steviol glycosides from the leaves of Stevia rebaudiana (Bertoni),"Intended for use as a general-purpose sweetener in foods, excluding infant formula and meat and poultry products, at levels determined by good manufacturing practices.",Scientific procedures,"Zhucheng Haotian Pharm Co., Ltd","Xinxing, Zhucheng,; Shandong Province; 262218; The People's Republic of China",,GRN 983 (in PDF),,,,,,,06/28/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Wolffia globosa,,"Ingredient in baked goods and baking mixes, beverages and beverage bases, breakfast cereals, condiments and relishes, gravies and sauces, dairy product analogs, milk products, processed fruit including juices and drinks, frozen dairy desserts and mixes, grain products and pasta, processed vegetable and vegetable juices, snack foods, soups and soup mixes (including meat and poultry1), and dressings at levels up to 5%. &nbsp: 1 In response to an FSIS question about products under FSIS purview, we received an amendment on May 12, 2021, that describes the intended use as protein.",,984,Wolffia globosa,"Ingredient in baked goods and baking mixes, beverages and beverage bases, breakfast cereals, condiments and relishes, gravies and sauces, dairy product analogs, milk products, processed fruit including juices and drinks, frozen dairy desserts and mixes, grain products and pasta, processed vegetable and vegetable juices, snack foods, soups and soup mixes (including meat and poultry1), and dressings at levels up to 5%. &nbsp: 1 In response to an FSIS question about products under FSIS purview, we received an amendment on May 12, 2021, that describes the intended use as protein.",Scientific procedures,Hinoman Ltd.,"2 Nim Blvd., P.O.B 49; Rishon Lezion 7546302; Israel;",,GRN 984 with amendments (in PDF),,,,,,,10/08/2021,,"At the notifier's request, FDA ceased to evaluate this notice (in PDF)",,,,,,,,,,,,
gras_notices,Bifidobacterium longum subsp. infantis strain ATCC SD 6720,,Intended for use as an ingredient in non-exempt powdered infant formula for term infants and powdered toddler formula at a level of 1 x 108 colony forming units/g of powdered formula.,,985,Bifidobacterium longum subsp. infantis strain ATCC SD 6720,Intended for use as an ingredient in non-exempt powdered infant formula for term infants and powdered toddler formula at a level of 1 x 108 colony forming units/g of powdered formula.,Scientific procedures,"Danisco, USA Inc.","200 Powder Mill Road E320; Wilmington, DE 19803",,GRN 985 with amendments (in PDF),,,,,,,12/21/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
gras_notices,Chlorella sorokiniana powder and C. sorokiniana micro powder,,"Intended for use as an ingredient in yeast breads, doughnuts, nutrition bars, protein and nutritional powders, pasta, and noodles at levels ranging from 5 to 10 mg/g.",,986,Chlorella sorokiniana powder and C. sorokiniana micro powder,"Intended for use as an ingredient in yeast breads, doughnuts, nutrition bars, protein and nutritional powders, pasta, and noodles at levels ranging from 5 to 10 mg/g.",Scientific procedures,"Chlorella Industry Co., Ltd.","1-18-16 Hamamatsucho, Minato-ku; Tokyo 105-0013 Sumitomo Hamamatsucho Building 7F; Japan",,GRN 986 (in PDF),,,,,,,12/21/2021,,FDA has no questions (in PDF),,,,,,,,,,,,
