_inventory,_substance,_other_names,_use,_cas,GRAS Notice (GRN) No.,Substance,Intended Use,Basis,Notifier,Notifier Address,Date of filing,GRN Part 1,GRN Part 2,GRN Part 3,GRN Part 4,GRN Part 5,GRN Part 6,GRN Part 7,Date of closure,Date of correction letter,FDA's Letter,Date additional correspondence,Additional correspondence,Date additinoal correspondence 2,Additional correspondence 2,Date additional correspondence 3,Additional correspondence 3,Date additional correspondence 4,Additional correspondence 4,Resubmission,Resubmitted,Notes,Related submission
gras_notices,Dried citrus pulp,,"As a moisture retention agent, a flavor enhancing agent, and a processing aid in foods",,487,Dried citrus pulp,"As a moisture retention agent, a flavor enhancing agent, and a processing aid in foods",Scientific procedures,"Fiberstar, Inc.","713 St. Croix Street ; River Falls, WI 54022",10/28/2013,GRN 487 (in PDF),,,,,,,06/06/2014,09/24/2014,FDA has no questions,,,,,,,,,,,,
gras_notices,Benzalkonium chloride,,As a processing aid for lettuce and carrot products,,488,Benzalkonium chloride,As a processing aid for lettuce and carrot products,Scientific procedures,"Marvel Technologies USA, LLC","1224 Columbia Avenue ; Franklin, TN 37064",10/31/2013,GRN 488 (in PDF),,,,,,,05/15/2014,,"At the notifier's request, FDA ceased to evaluate this notice",,,,,,,,,,,,
gras_notices,Galacto-oligosaccharides,,"Ingredient in infant formula at a maximum concentration of 4 grams per liter, infant and toddler foods at 3.8 milligrams per gram of food, and in the following food categories at a level 2.66 grams per serving:; Yogurt;Yogurt drinks;Frozen yogurt;Ice milk, custard and pudding;Dairy shake mix, instant breakfast, meal replacements;Carbonated and non-carbonated beverages, juice-based beverages, juice coolers, sweetened and flavored water;Ready-to-drink iced tea and coffee;Sport and isotonic drinks",,489,Galacto-oligosaccharides,"Ingredient in infant formula at a maximum concentration of 4 grams per liter, infant and toddler foods at 3.8 milligrams per gram of food, and in the following food categories at a level 2.66 grams per serving:; Yogurt;Yogurt drinks;Frozen yogurt;Ice milk, custard and pudding;Dairy shake mix, instant breakfast, meal replacements;Carbonated and non-carbonated beverages, juice-based beverages, juice coolers, sweetened and flavored water;Ready-to-drink iced tea and coffee;Sport and isotonic drinks",Scientific procedures,"International Dairy Ingredients, Inc.","26-1525 Cornwall Road ; Oakville, ON L6J 0B2 ; CANADA",11/25/2013,GRN 489 (in PDF),,,,,,,05/22/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Rooster combs extract,,As an ingredient in food,,491,Rooster combs extract,As an ingredient in food,Scientific procedures,Bioberica S.A.,"Pla&ccedil;a Francesc Macià, 7 08029 Barcelona SPAIN",12/19/2013,GRN 491 (in PDF),,,,,,,06/06/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Phytosterols and phytosterol esters,,As an ingredient in foods,,492,Phytosterols and phytosterol esters,As an ingredient in foods,Scientific procedures,Vitae Naturals,C/ Gutemberg 356. Polígono Torrehierro 45614 Talavera de la Reina Toledo SPAIN,12/20/2013,GRN 492 (in PDF),,,,,,,06/24/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,High purity steviol glycosides (minimum purity 95%),,As a sugar substitute in certain food categories,,493,High purity steviol glycosides (minimum purity 95%),As a sugar substitute in certain food categories,Scientific procedures,GLG Life Tech Corporation,"1050 West Pender Street, Suite 2168, Vancouver, British Columbia V6E 3S7 CANADA",12/23/2013,GRN 493 (in PDF),,,,,,,05/30/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,"Fatty acid ethyl ester from anchovy or menhaden oil, standardized to approximately 50 percent palmitoleic acid",,As an ingredient in foods,,494,"Fatty acid ethyl ester from anchovy or menhaden oil, standardized to approximately 50 percent palmitoleic acid",As an ingredient in foods,Scientific Procedures,"Tersus Pharmaceuticals, LLC","387 Golf View Lane, Suite 201 Cleveland, OH 44143",12/24/2013,GRN 494 (in PDF),,,,,,,12/16/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Galacto-oligosaccharides,,As an Ingredient in term infant formula and follow-on formula up to 7.2 grams per liter of reconstituted or RTC product,,495,Galacto-oligosaccharides,As an Ingredient in term infant formula and follow-on formula up to 7.2 grams per liter of reconstituted or RTC product,Scientific procedures,Clasado Inc.,"1620 Pinetree Drive Pittsburg, PA 15241",01/02/2014,GRN 495 (in PDF),,,,,,,05/30/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Aqueous extract of Brassica oleracea var. italica Plenck seeds.,,"Use as an ingredient in teas, energy drinks, thirst quenching drinks, and non-carbonated flavored waters at a level of 115 milligrams per serving.",,496,Aqueous extract of Brassica oleracea var. italica Plenck seeds.,"Use as an ingredient in teas, energy drinks, thirst quenching drinks, and non-carbonated flavored waters at a level of 115 milligrams per serving.",Scientific procedures,Brassica Products LLC,"250 South President Street, Suite 2000 Baltimore, MD 21202",01/08/2014,GRN 496 (in PDF),,,,,,,01/11/2016,,FDA has no questions,,,,,,,,,,,,
gras_notices,Polyphenols from the fruit of Litchi chinensis Sonn. and from leaves of Camellia sinensis (L.) Sinensis,,As an ingredient in certain food catefories at levels ranging from 12 to 192 milligrams per serving.,,497,Polyphenols from the fruit of Litchi chinensis Sonn. and from leaves of Camellia sinensis (L.) Sinensis,As an ingredient in certain food catefories at levels ranging from 12 to 192 milligrams per serving.,Scientific Procedures,"Amino Up Chemical Co., Ltd.","363-32 Shin-ei,Kiyota-ku,Sapporo 004-0839 JAPAN",01/13/2014,GRN 497 (in PDF),,,,,,,06/12/2014,,FDA has no questions; some uses may require a color additive listing,,,,,,,,,,,,
gras_notices,D-psicose,,As a sugar substitute in certain food categories,,498,D-psicose,As a sugar substitute in certain food categories,Scientific Procedures,"Matustani Chemical Industry Company, Ltd.","5-3 KitaitamiItami-city, Hyogo JAPAN 664-8508",01/13/2014,GRN 498 (in PDF),,,,,,,06/12/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Magnesium L-threonate hydrate,,Use as a source of dietary magnesium in certain food categories [listed in the notice]at levels ranging up to 0.12 percent.,,499,Magnesium L-threonate hydrate,Use as a source of dietary magnesium in certain food categories [listed in the notice]at levels ranging up to 0.12 percent.,Scientific Procedures,"Magceutics, Inc.","3159 Corporate Place Hayward, California 94545",02/18/2014,GRN 499 (in PDF),,,,,,,09/03/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Hydroethanolic extract of Caralluma fimbriata,,"As an ingredient in foods for special dietary use in meal replacement products (baked goods/bars, soups, and drinks/shakes) at a level up to 500 milligrams per serving.",,500,Hydroethanolic extract of Caralluma fimbriata,"As an ingredient in foods for special dietary use in meal replacement products (baked goods/bars, soups, and drinks/shakes) at a level up to 500 milligrams per serving.",Scientific Procedures,GE Nutrients,"920 East Orangethorpe Avenue, Suite B Anaheim, California 92801",02/18/2014,GRN 500 (in PDF),,,,,,,08/11/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,L-theanine (chemically synthesized),,As an ingredient in foods,,501,L-theanine (chemically synthesized),As an ingredient in foods,Scientific Procedures,"Zhejiang Tianrui Chemical Co., Ltd.","No. 12 Xingye Road, South Industrial Zone Longyou County, Zhejiang Province, China 324400",02/18/2014,GRN 501 (in PDF),,,,,,,07/30/2014,09/10/2014,FDA has no questions,,,,,,,,,,,,
gras_notices,Lactobacillus acidophilus La-14,,As an ingredient in certain food categories [listed in the notice] at a level of 109 colony forming units per 250 gram serving of food at the time of consumption.,,502,Lactobacillus acidophilus La-14,As an ingredient in certain food categories [listed in the notice] at a level of 109 colony forming units per 250 gram serving of food at the time of consumption.,Scientific Procedures,"Danisco USA, Inc.","3329 Agricultural Drive Madison, WI 53716",02/27/2014,GRN 502 (in PDF),,,,,,,08/19/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Tamarind seed polysaccharide,,"Use as a thickener, stabilizer, emulsifier, and gelling agent in certain food categories",,503,Tamarind seed polysaccharide,"Use as a thickener, stabilizer, emulsifier, and gelling agent in certain food categories",Scientific Procedures,"DSP GOKYO FOOD & CHEMICAL Co., Ltd.","HERBIS OSAKA 20th Floor 2-5-25 Umeda Kita-ku, Osaka, 530-0001 Japan",03/05/2014,GRN 503 (in PDF),,,,,,,08/12/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Milk protein concentrate and milk protein isolate,,Use as an ingredient in food categories and at specific levels [listed in the notice],,504,Milk protein concentrate and milk protein isolate,Use as an ingredient in food categories and at specific levels [listed in the notice],Scientific Procedures,American Dairy Products Institute/U.S. Dairy Export Council,"126 N. Addison Avenue/2101 Wilson Blvd, Suite 400Elmhurst, IL/Arlington, VA 60126/22201",03/20/2014,GRN 504 (in PDF),,,,,,,11/21/2014,,FDA has no questions,,,,,,,,,444,,,
gras_notices,Phosphodiesterase I enzyme preparation from Leptographium procerum,,As an enzyme in the production of yeast extracts or yeast autolysates at levels ranging from 1.6 to 41 grams enzyme preparation per kilogram of yeast dry matter.,,505,Phosphodiesterase I enzyme preparation from Leptographium procerum,As an enzyme in the production of yeast extracts or yeast autolysates at levels ranging from 1.6 to 41 grams enzyme preparation per kilogram of yeast dry matter.,Scientific Procedures,DSM Food Specialties,PO Box 1 2600 MA Delft The Netherlands,03/20/2014,GRN 505 (in PDF),,,,,,,08/12/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,"Sacha inchi oil, a vegetable oil derived from Plukenetia volubilis.",,As use as an ingredient in food categories at use levels [described in the notice],,506,"Sacha inchi oil, a vegetable oil derived from Plukenetia volubilis.",As use as an ingredient in food categories at use levels [described in the notice],Scientific Procedures,Agronidustrias Amasonicas S.A./Agronidustrias OSHO S.A.C./Amazon Health Products,"Calle Omega Mz A Lote 79 Urb Juan XXIII- San Bmja Lima 41 Peru / Calle Manuel Arispe 210 Urb, Industrial La Chalaca Callao-Peru / 1801 Camino Real, Planta B5 Parque Industrial San Pedrito I - Santiago de Surco Lima 33 - Peru",03/26/2014,GRN 506 (in PDF),,,,,,,09/10/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Amylomaltase enzyme preparation from Bacillus amyloliquefaciens carrying an amylomaltase gene from Thermus thermophiles,,As an enzyme in the production of starch at levels ranging from 1 to 5 grams enzyme preparation per kilogram of dry starch,,507,Amylomaltase enzyme preparation from Bacillus amyloliquefaciens carrying an amylomaltase gene from Thermus thermophiles,As an enzyme in the production of starch at levels ranging from 1 to 5 grams enzyme preparation per kilogram of dry starch,Scientific Procedures,DSM Food Specialties,"PO Box 1 2600 MA Delft, The Netherlands",04/08/2014,GRN 507 (in PDF),,,,,,,09/11/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Glucose oxidase enzyme preparation derived from Penicillium chrysogenum,,"For use as an enzyme in various foods and powdered, dried eggs up to 30 mg TOS per kg food",,509,Glucose oxidase enzyme preparation derived from Penicillium chrysogenum,"For use as an enzyme in various foods and powdered, dried eggs up to 30 mg TOS per kg food",Scientific Procedures,"Shin Nihon Chemical Co., Ltd.","19-10 Showamachi, Anjou-city Aichi prefecture Japan 446-0063",04/24/2014,GRN 509 (in PDF),,,,,,,11/06/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Acid lactase from Aspergillus oryzae expressed in Aspergillus niger,,For use as an enzyme in the hydrolysis of lactose in milk and whey.,,510,Acid lactase from Aspergillus oryzae expressed in Aspergillus niger,For use as an enzyme in the hydrolysis of lactose in milk and whey.,Scientific Procedures,DSM Food Specialties,PO Box 1 2600 MA Delft The Netherlands,04/22/2014,GRN 510 (in PDF),,,,,,,09/29/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,Citric acid esters of mono- and diglycerides,,"As an antioxidant, emulsifier, stabilizer and thickener in infant formula at levels described in the notice.",,511,Citric acid esters of mono- and diglycerides,"As an antioxidant, emulsifier, stabilizer and thickener in infant formula at levels described in the notice.",Scientific Procedures,Nestle Nutrition U.S.,"1200 Vreeland Road Florham Park, NJ 07932",04/23/2014,GRN 511 (in PDF),,,,,,,11/10/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,High purity Rebaudioside M,,As a table-top sweetener and as a general purpose non-nutritive sweetener in foods,,512,High purity Rebaudioside M,As a table-top sweetener and as a general purpose non-nutritive sweetener in foods,Scientific Procedures,GLG Life Tech Corporation,"1050 West Pender Street, Suite 2168 Vancover, BC V6E 3S7",04/28/2014,GRN 512 (in PDF),,,,,,,10/24/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,"Dried biomass of Euglena gracilis containing beta-1,3-glucan from Euglena gracilis",,As an ingredient in food,,513,"Dried biomass of Euglena gracilis containing beta-1,3-glucan from Euglena gracilis",As an ingredient in food,Scientific Procedures,"Algaeon, Inc.","8440 West 82nd St. Indianapolis, IN 46278",04/30/2014,GRN 513 (in PDF),,,,,,,07/09/2014,,"At the notifier's request, FDA ceased to evaluate this notice",,,,,,,,,,,,
gras_notices,Sucrose fatty acid esters,,"For use as an emulsifier, stabilizer and diluent at levels ranging from 0.0003 to 2.9% in multiple food categories as described in the notice.",,514,Sucrose fatty acid esters,"For use as an emulsifier, stabilizer and diluent at levels ranging from 0.0003 to 2.9% in multiple food categories as described in the notice.",Scientific Procedures,Sisterna B.V.,"Belder 30A, 4704 RK Roosendaal The Netherlands",05/07/2014,GRN 514 (in PDF),,,,,,,12/03/2014,,FDA has no questions,,,,,,,,,,,,
gras_notices,D-beta-hydroxybutyrate ester,,"For use in bars, gels, and beverages at a use level intended to provide 0.36 g/kg bw/serving.",,515,D-beta-hydroxybutyrate ester,"For use in bars, gels, and beverages at a use level intended to provide 0.36 g/kg bw/serving.",Scientific Procedures,TdeltaS Limited,Registered Office 30 Upper High Street Thame Oxfordshire OX9 3EZ,05/08/2014,GRN 515 (in PDF),,,,,,,03/05/2015,,FDA has no questions,,,,,,,,,,,,
