_inventory,_substance,_other_names,_use,_cas,CAS Registry No. (or other ID),Substance,Reg col01,Reg col02,Reg col03,Reg col04,Reg col05,Reg col06,Reg01,Reg02,reg03,reg04,reg05,reg06,reg07,reg08,reg09,reg10,reg11,reg12,reg13,reg14,reg15,reg16,reg17,reg18,reg19,reg20,reg21,Reg prohibited189,regs Labeling-Standards,Other Names,SYN01,SYN02,SYN03,SYN04,SYN05,SYN06,SYN07,SYN08,SYN09,SYN10,SYN11,SYN12,SYN13,SYN14,SYN15,SYN16,SYN17,SYN18,SYN19
indirect_additives,NITROGEN,NITROGEN,,7727-37-9,7727-37-9,NITROGEN,,,,,,,177.1615,184.1540,,,,,,,,,,,,,,,,,,,,,"169.115 , 169.140 , 169.150",NITROGEN,,,,,,,,,,,,,,,,,,,
indirect_additives,2-NITROPROPANE,2-NITROPROPANE,,79-46-9,79-46-9,2-NITROPROPANE,,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,2-NITROPROPANE,"PROPANE, 2-NITRO-",ISONITROPROPANE,DIMETHYLNITROMETHANE,,,,,,,,,,,,,,,,
indirect_additives,BETA-NITROSTYRENE,"NITROSTYRENE, BETA",,102-96-5,102-96-5,BETA-NITROSTYRENE,,,,,,,176.170,176.180,,,,,,,,,,,,,,,,,,,,,,"NITROSTYRENE, BETA",,,,,,,,,,,,,,,,,,,
indirect_additives,NONANOIC ACID,PELARGONIC ACID,,112-05-0,112-05-0,NONANOIC ACID,,,,,,,172.515,173.315,178.1010,,,,,,,,,,,,,,,,,,,,,PELARGONIC ACID,NONANOIC ACID,NONYLIC ACID,NONOIC ACID,1-OCTANECARBOXYIC ACID,,,,,,,,,,,,,,,
indirect_additives,NONOXYNOL,NONOXYNOL,,26027-38-3,26027-38-3,NONOXYNOL,,,,,,,175.105,176.180,176.210,178.1010,,,,,,,,,,,,,,,,,,,,NONOXYNOL,PEG 4-nonylphenyl ether,"4-NONYLPHENOL, ETHOXYLATED",4-NONYLPHENYL PEG ETHER,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE),PEG P-NONYLPHENYL ETHER,"POLY(OXY-1,2-ETHANEDIYL), ALPHA-(4-NONYLPHENYL)-OMEGA-HYDROXY-","GLYCOLS, POLYETHYLENE, MONO(P-NONYLPHENYL) ETHER",POLYETHYLENE GLYCOL P-NONYLPHENYL ETHER,"PHENOL, P-NONYL-, MONOETHER WITH POLYETHYLENE GLYCOL","NONYLPHENOL, P-, ETHOXYLATED","ALPHA-(4-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXY-1,2-ETHANEDIYL)",,,,,,,,
indirect_additives,NONOXYNOL 6-9 PHOSPHATE,NONOXYNOL 6-9 PHOSPHATE,,977045-05-8,977045-05-8,NONOXYNOL 6-9 PHOSPHATE,,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,NONOXYNOL 6-9 PHOSPHATE,PEG-6-9 NONYLPHENYL ETHER PHOSPHATE,,,,,,,,,,,,,,,,,,
indirect_additives,NONYLPHENOL,NONYLPHENOL,,25154-52-3,25154-52-3,NONYLPHENOL,,,,,,,176.180,176.200,176.210,177.1200,,,,,,,,,,,,,,,,,,,,NONYLPHENOL,"PHENOL, NONYL-",,,,,,,,,,,,,,,,,,
indirect_additives,4-NONYLPHENOL-FORMALDEHYDE-1-DODECANETHIOL REACTION PRODUCT,1-DODECANETHIOL-FORMALDEHYDE-4-NONYLPHENOL REACTION PRODUCT,,164907-73-7,164907-73-7,4-NONYLPHENOL-FORMALDEHYDE-1-DODECANETHIOL REACTION PRODUCT,,,,,,,178.2010,,,,,,,,,,,,,,,,,,,,,,,1-DODECANETHIOL-FORMALDEHYDE-4-NONYLPHENOL REACTION PRODUCT,"FORMALDEHYDE, REACTION PRODUCTS WITH 1-DODECANETHIOL AND 4-NONYLPHENOL",4-NONYLPHENOL-FORMALDEHYDE-1-DODECANETHIOL REACTION PRODUCT,,,,,,,,,,,,,,,,,
indirect_additives,"NONYLPHENOL, P-",4-NONYLPHENOL,,104-40-5,104-40-5,"NONYLPHENOL, P-",,,,,,,175.300,178.2010,,,,,,,,,,,,,,,,,,,,,,4-NONYLPHENOL,"NONYLPHENOL, P-","PHENOL, 4-NONYL-","PHENOL, P-NONYL-",,,,,,,,,,,,,,,,
indirect_additives,NONYLPHENOL POLYETHYLENE OXIDE (9-12 MOLES),NONOXYNOL 9-12,,977078-58-2,977078-58-2,NONYLPHENOL POLYETHYLENE OXIDE (9-12 MOLES),,,,,,,176.300,178.1010,,,,,,,,,,,,,,,,,,,,,,NONOXYNOL 9-12,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (9-12 MOLES ETHYLENE OXIDE),,,,,,,,,,,,,,,,,,
indirect_additives,"ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) SULFATE, AMMONIUM SALT",AMMONIUM NONOXYNOL SULFATE,,31691-97-1,31691-97-1,"ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) SULFATE, AMMONIUM SALT",,,,,,,175.105,176.180,178.3400,,,,,,,,,,,,,,,,,,,,,AMMONIUM NONOXYNOL SULFATE,"AMMONIUM ALPHA-SULFO-OMEGA-(4-NONYLPHENOXY)POLY(OXY-1,2-ETHANEDIYL)","GLYCOLS, POLYETHYLENE, MONO(HYDROGEN SULFATE), P-NONYLPHENYL ETHER, AMMONIUM SALT",NONOXYNOL AMMONIUM SULFATE,PEG NONYLPHENYL ETHER AMMONIUM SULFATE,POLYETHYLENE GLYCOL MONO(P-NONYLPHENYL) ETHER AMMONIUM SULFATE,"POLY(OXY-1,2-ETHANEDIYL), ALPHA-SULFO-OMEGA-(4-NONYLPHENOXY)-, AMMONIUM SALT","PHENOL, P-NONYL-, MONOETHER WITH POLYETHYLENE GLYCOL MONO(HYDROGEN SULFATE) AMMONIUM SALT",,,,,,,,,,,,
indirect_additives,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (9-13 MOLES),NONOXYNOL 9-13,,977090-58-6,977090-58-6,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (9-13 MOLES),,,,,,,178.1010,,,,,,,,,,,,,,,,,,,,,,,NONOXYNOL 9-13,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (9-13 MOLES ETHYLENE OXIDE),PEG-9-13 P-NONYLPHENYL ETHER,,,,,,,,,,,,,,,,,
indirect_additives,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (11 MOLES),NONOXYNOL 11,,977085-34-9,977085-34-9,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (11 MOLES),,,,,,,178.1010,,,,,,,,,,,,,,,,,,,,,,,NONOXYNOL 11,PEG-11 NONYLPHENYL ETHER,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (11 MOLES ETHYLENE OXIDE),,,,,,,,,,,,,,,,,
indirect_additives,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (30-50 MOLES),NONOXYNOL 30-50,,977049-63-0,977049-63-0,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (30-50 MOLES),,,,,,,178.3400,,,,,,,,,,,,,,,,,,,,,,,NONOXYNOL 30-50,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (30-50 MOLES ETHYLENE OXIDE),PEG-30-50 4-NONYLPHENYL ETHER,,,,,,,,,,,,,,,,,
indirect_additives,"ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE), MW 748",NONOXYNOL 4-12,,977168-92-5,977168-92-5,"ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE), MW 748",,,,,,,178.1010,,,,,,,,,,,,,,,,,,,,,,,NONOXYNOL 4-12,PEG-4-12 NONYLPHENYL ETHER,POLYOXYETHYLENE (4-12) NONYLPHENYL ETHER,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (MAX. AVG. MW 748),,,,,,,,,,,,,,,,
indirect_additives,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) PHOSPHATE (50MOLES ETHYLENE OXIDE),NONOXYNOL 50 PHOSPHATE,,977045-40-1,977045-40-1,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) PHOSPHATE (50MOLES ETHYLENE OXIDE),,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,NONOXYNOL 50 PHOSPHATE,PEG-50 NONYLPHENYL ETHER PHOSPHATE,,,,,,,,,,,,,,,,,,
indirect_additives,"ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) SULFATE, AMMONIUM SALT (30 MOLES ETHYLENE OXIDE)",AMMONIUM NONOXYNOL 30 SULFATE,,977093-75-6,977093-75-6,"ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) SULFATE, AMMONIUM SALT (30 MOLES ETHYLENE OXIDE)",,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,AMMONIUM NONOXYNOL 30 SULFATE,"ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) SULFATE, AMMONIUM SALT (POLY(OXYETHYLENE) 30 MOLES)",NONOXYNOL 30 AMMONIUM SULFATE,,,,,,,,,,,,,,,,,
indirect_additives,"ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) SULFATE, AMMONIUM SALT (9 MOLES ETHYLENE OXIDE)",AMMONIUM NONOXYNOL 9 SULFATE,,977093-70-1,977093-70-1,"ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) SULFATE, AMMONIUM SALT (9 MOLES ETHYLENE OXIDE)",,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,AMMONIUM NONOXYNOL 9 SULFATE,"ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) SULFATE, AMMONIUM SALT (POLY(OXYETHYLENE) 9 MOLES)",NONOXYNOL 9 AMMONIUM SULFATE,,,,,,,,,,,,,,,,,
indirect_additives,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (45-55 MOLES)MONO- AND DIHYDROGEN PHOSPHATE ESTERS,NONOXYNOL 45-55 MONO- AND DIHYDROGEN PHOSPHATE,,977097-26-9,977097-26-9,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (45-55 MOLES)MONO- AND DIHYDROGEN PHOSPHATE ESTERS,,,,,,,178.3400,,,,,,,,,,,,,,,,,,,,,,,NONOXYNOL 45-55 MONO- AND DIHYDROGEN PHOSPHATE,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) MONO- AND DIHYDROGEN PHOSPHATE (45-55 MOLES POLY(OXYETHYLENE)),,,,,,,,,,,,,,,,,,
indirect_additives,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (5.5-6.5 MOLES) MONO- AND DIHYDROGEN PHOSPHATE ESTERS,NONOXYNOL 6 MONO- AND DIHYDROGEN PHOSPHATES,,977097-24-7,977097-24-7,ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (5.5-6.5 MOLES) MONO- AND DIHYDROGEN PHOSPHATE ESTERS,,,,,,,178.3400,,,,,,,,,,,,,,,,,,,,,,,NONOXYNOL 6 MONO- AND DIHYDROGEN PHOSPHATES,,,,,,,,,,,,,,,,,,,
indirect_additives,"ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (4 MOLES) SULFATE, AMMONIUM SALT",AMMONIUM NONOXYNOL 4 SULFATE,,30416-77-4,30416-77-4,"ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) (4 MOLES) SULFATE, AMMONIUM SALT",,,,,,,178.3400,,,,,,,,,,,,,,,,,,,,,,,AMMONIUM NONOXYNOL 4 SULFATE,AMMONIUM NONYLPHENOXYPOLYETHOXY-4 SULFATE,"ALPHA-(P-NONYLPHENYL)-OMEGA-HYDROXYPOLY(OXYETHYLENE) SULFATE, AMMONIUM SALT (POLY(OXYETHYLENE) 4 MOLES)",AMMONIUM 2-(2-(2-(2-(4-NONYLPHENOXY)ETHOXY)ETHOXY)ETHOXY)ETHANOL HYDROGEN SULFATE,AMMONIUM 2-(2-(2-(2-(P-NONYLPHENOXY)ETHOXY)ETHOXY)ETHOXY)ETHANOL HYDROGEN SULFATE,"ETHANOL, 2-(2-(2-(2-(4-NONYLPHENOXY)ETHOXY)ETHOXY)ETHOXY)-, HYDROGEN SULFATE, AMMONIUM SALT","ETHANOL, 2-(2-(2-(2-(P-NONYLPHENOXY)ETHOXY)ETHOXY)ETHOXY)-, HYDROGEN SULFATE AMMONIUM SALT","NONOXYNOL 4 SULFATE, AMMONIUM SALT",NONOXYNOL 4 AMMONIUM SULFATE,,,,,,,,,,,
indirect_additives,"5-NORBORNENE-2,3-DICARBOXYLIC ANHYDRIDE, ENDO-CIS-","5-NORBORNENE-2,3-DICARBOXYLIC ANHYDRIDE, ENDO-CIS-",,129-64-6,129-64-6,"5-NORBORNENE-2,3-DICARBOXYLIC ANHYDRIDE, ENDO-CIS-",,,,,,,175.105,,,,,,,,,,,,,,,,,,,,,,,"5-NORBORNENE-2,3-DICARBOXYLIC ANHYDRIDE, ENDO-CIS-","BICYCLO(2.2.1)HEPT-5-ENE-2,3-DICARBOXYLIC ANHYDRIDE, ENDO-CIS",CARBIC ANHYDRIDE,"3,6-ENDOMETHYLENE-DELTA4-TETRAHYDROPHTHALIC ANHYDRIDE","3A,4,7,7A-TETRAHYDRO-4,7-METHANOISOBENZOFURAN-1,3-DIONE, (3AALPHA,4ALPHA,7ALPHA,7AALPHA)-","5-NORBORNENE-2,3-DICARBOXYLIC ANHYDRIDE, CIS-ENDO-","4,7-METHANOISOBENZOFURAN-1,3-DIONE, 3A,4,7,7A-TETRAHYDRO-, (3AALPHA,4ALPHA,7ALPHA,7AALPHA)-","InChI=1S/C9H8O3/c10-8-6-4-1-2-5(3-4)7(6)9(11)12-8/h1-2,4-7H,3H2/t4-,5-,",InChIKey: KNDQHSIWLOJIGP-ZTYPAOSTSA-N,"4,7-methanoisobenzofuran-1,3-dione, 3a,4,7,7a-tetrahydro-, (3aR,4S,7R,7aS)-rel-","3a,4,7,7a-tetrahydro-4,7-methanoisobenzofuran-1,3-dione, (3aR,4S,7R,7aS)-rel-",NADIC ANHYDRIDE,,,,,,,,
indirect_additives,NORDIHYDROGUAIARETIC ACID--PROHIBITED WITH EXCEPTIONS,NORDIHYDROGUAIARETIC ACID,,500-38-9,500-38-9,NORDIHYDROGUAIARETIC ACID--PROHIBITED WITH EXCEPTIONS,,,,,,,175.300,177.1010,181.24,,,,,,,,,,,,,,,,,,,189.165,,NORDIHYDROGUAIARETIC ACID,DIHYDRONORGUAIARETIC ACID,NDGA,NORHYDROGUAIARETIC ACID,"PYROCATECHOL, 4,4'-(2,3-DIMETHYLTETRAMETHYLENE)DI-","2,3-DIMETHYL-1,4-BIS(3,4-DIHYDROXYPHENYL)BUTANE","1,2-BENZENEDIOL, 4,4'-(2,3-DIMETHYL-1,4-BUTANEDIYL)BIS-","4,4'-(2,3-DIMETHYLTETRAMETHYLENE)DIPYROCATECHOL","4,4'-(2,3-DIMETHYL-1,4-BUTANEDIYL)BIS(1,2-BENZENEDIOL)",,,,,,,,,,,
indirect_additives,NYLON,NYLON,,63428-83-1,63428-83-1,NYLON,,,,,,,175.360,177.1200,177.1500,177.2260,177.2600,,,,,,,,,,,,,,,,,,,NYLON,POLYAMIDE RESIN,POLYAMIDES,AMIDE POLYMER,NYLON RESIN,,,,,,,,,,,,,,,
indirect_additives,NYLON 11,NYLON 11,,25035-04-5,25035-04-5,NYLON 11,,,,,,,177.1200,177.1500,179.45,,,,,,,,,,,,,,,,,,,,,NYLON 11,"POLY(IMINO(1-OXO-1,11-UNDECANEDIYL))",POLY(11-AMINOUNDECANOIC ACID),POLY(IMINOCARBONYLDECAMETHYLENE),"11-AMINOUNDECANOIC ACID HOMOPOLYMER, SRU",,,,,,,,,,,,,,,
indirect_additives,NYLON 12,NYLON 12,,24937-16-4,24937-16-4,NYLON 12,,,,,,,175.300,177.1200,177.1500,,,,,,,,,,,,,,,,,,,,,NYLON 12,"LAUROLACTAM POLYMER, SRU","POLYLAUROLACTAM, SRU",OMEGA-LAUROLACTAM HOMOPOLYMER,"POLY(OMEGA-LAUROLACTAM), SRU","POLY(OMEGA-DODECALACTAM), SRU","NYLON 12, SRU",POLYAMIDE 12,"POLY(IMINO(1-OXO-1,12-DODECANEDIYL))",POLY(IMINOCARBONYLUNDECAMETHYLENE),"AZACYCLOTRIDECAN-2-ONE HOMOPOLYMER, SRU",,,,,,,,,
indirect_additives,NYLON 46,NYLON 46,,50327-22-5,50327-22-5,NYLON 46,,,,,,,177.1200,177.1500,,,,,,,,,,,,,,,,,,,,,,NYLON 46,"1,4-BUTANEDIAMINE-ADIPIC ACID COPOLYMER","HEXANEDIOIC ACID, POLYMER WITH 1,4-BUTANEDIAMINE","POLY(IMINO-1,4-BUTANEDIYLIMINO(1,6-DIOXO-1,6-HEXANEDIYL))",POLY(TETRAMETHYLENEADIPAMIDE),"POLY(ADIPIC ACID-CO-1,4-BUTANEDIAMINE), SRU",,,,,,,,,,,,,,
indirect_additives,NYLON 6,NYLON 6,,25038-54-4,25038-54-4,NYLON 6,,,,,,,177.1200,177.1500,179.45,,,,,,,,,,,,,,,,,,,,,NYLON 6,POLY(EPSILON-CAPROAMIDE),POLY(EPSILON-CAPROLACTAM),POLYIMINOCAPROYL,POLYCAPROLACTAM,POLICAPRAM,"POLY(IMINO(1-OXO-1,6-HEXANEDIYL))",POLY(IMINOCARBONYLPENTAMETHYLENE),,,,,,,,,,,,
indirect_additives,NYLON 610,NYLON 610,,9008-66-6,9008-66-6,NYLON 610,,,,,,,177.1500,,,,,,,,,,,,,,,,,,,,,,,NYLON 610,POLYHEXAMETHYLENE SEBACAMIDE,NYLON 6/10,,,,,,,,,,,,,,,,,
indirect_additives,NYLON 612,NYLON 612,,24936-74-1,24936-74-1,NYLON 612,,,,,,,177.1200,177.1500,,,,,,,,,,,,,,,,,,,,,,NYLON 612,"HEXAMETHYLENEDIAMINE-DODECANEDIOIC ACID COPOLYMER, SRU","POLY(IMINO-1,6-HEXANEDIYLIMINO(1,12-DIOXO-1,12-DODECANEDIYL))",POLY(IMINOHEXAMETHYLENEIMINODEDECANEDIOYL),"DODECANEDIOIC ACID-HEXAMETHYLENEDIAMINE COPOLYMER, SRU",,,,,,,,,,,,,,,
indirect_additives,NYLON 66,NYLON 66,,32131-17-2,32131-17-2,NYLON 66,,,,,,,177.1200,177.1500,177.2355,,,,,,,,,,,,,,,,,,,,,NYLON 66,POLY(HEXAMETHYLENEADIPAMIDE),HEXAMETHYLENEADIPAMIDE POLYMER,POLYHEXAMETHYLENEADIPAMIDE,NYLON 6/6,"POLY(IMINO(1,6-DIOXO-1,6-HEXANEDIYL)IMINO-1,6-HEXANEDIYL)","1,8-DIAZACYCLOTETRADECANE-2,7-DIONE HOMOPOLYMER, SRU",,,,,,,,,,,,,
indirect_additives,NYLON 6/66,NYLON 6/66,,24993-04-2,24993-04-2,NYLON 6/66,,,,,,,177.1200,177.1395,177.1500,177.2470,,,,,,,,,,,,,,,,,,,,NYLON 6/66,NYLON 6-NYLON 66 COPOLYMER,NYLON 66-EPSILON-CAPROLACTAM COPOLYMER,"HEXANEDIOIC ACID, POLYMER WITH HEXAHYDRO-2H-AZEPIN-2-ONE AND 1,6-HEXANEDIAMINE",POLY(ADIPIC ACID-CO-CAPROLACTAM-CO-HEXAMETHYLENEDIAMINE),"POLY(HEXAHYDRO-2H-AZEPIN-2-ONE-CO-1,6-HEXANEDIAMINE-CO-HEXANEDIOIC ACID)",,,,,,,,,,,,,,
indirect_additives,NYLON 66T,NYLON 66T,,25776-72-1,25776-72-1,NYLON 66T,,,,,,,177.1200,177.1500,,,,,,,,,,,,,,,,,,,,,,NYLON 66T,POLY(HEXAMETHYLENEADIPAMIDE-CO-HEXAMETHYLENETEREPHTHALAMIDE),HEXAMETHYLENE ADIPAMIDE-HEXAMETHYLENE TEREPHTHALAMIDE COPOLYMER,HEXAMETHYLENEDIAMINE ADIPATE-HEXAMETHYLENEDIAMINE TEREPHTHALATE COPOLYMER,"1,4-BENZENEDICARBOXYLIC ACID, POLYMER WITH 1,6-HEXANEDIAMINE AND HEXANEDIOIC ACID",POLY(ADIPIC ACID-CO-HEXAMETHYLENEDIAMINE-CO-TEREPHTHALIC ACID),"POLY(1,4-BENZENEDICARBOXYLIC ACID-CO-1,6-HEXANEDIAMINE-CO-HEXANEDIOIC ACID)",,,,,,,,,,,,,
indirect_additives,NYLON 6I/6T,NYLON 6I/6T,,25750-23-6,25750-23-6,NYLON 6I/6T,,,,,,,177.1200,177.1500,,,,,,,,,,,,,,,,,,,,,,NYLON 6I/6T,HEXAMETHYLENETEREPHTHALAMIDE-HEXAMETHYLENEISOPHTHALAMIDE POLYMER,"1,3-BENZENEDICARBOXYLIC ACID-1,4-BENZENEDICARBOXYLIC ACID-1,6-HEXANEDIAMINE COPOLYMER",POLY(HEXAMETHYLENEDIAMINE-CO-ISOPHTHALIC ACID-CO-TEREPHTHALIC ACID),"1,3-BENZENEDICARBOXYLIC ACID, POLYMER WITH 1,4-BENZENEDICARBOXYLIC ACID AND 1,6-HEXANEDIAMINE","ISOPHTHALIC ACID, POLYAMIDE WITH 1,6-HEXANEDIAMINE AND TEREPHTHALIC ACID","POLY(1,3-BENZENEDICARBOXYLIC ACID-CO-1,4-BENZENEDICARBOXYLIC ACID-CO-1,6-HEXANEDIAMINE)",,,,,,,,,,,,,
indirect_additives,NYLON 612-NYLON 6 COPOLYMER,NYLON 612-NYLON 6 COPOLYMER,,51733-10-9,51733-10-9,NYLON 612-NYLON 6 COPOLYMER,,,,,,,177.2480,178.2010,,,,,,,,,,,,,,,,,,,,,,NYLON 612-NYLON 6 COPOLYMER,"DODECANEDIOIC ACID-HEXAHYDRO-2H-AZEPIN-2-ONE-1,6-HEXANEDIAMINE","DODECANEDIOIC ACID, POLYMER WITH HEXAHYDRO-2H-AZEPIN-2-ONE AND 1,6-HEXANEDIAMINE",NYLON 612/6 COPOLYMER,"POLY(DODECANEDIOIC ACID-CO-HEXAHYDRO-2H-AZEPIN-2-ONE-CO-1,6-HEXANEDIAMINE)","POLY(EPSILON-CAPROLACTAM-CO-1,10-DECANEDICARBOXYLIC ACID-CO-1,6-DIAMINOHEXANE)",,,,,,,,,,,,,,
indirect_additives,NYLON 66-NYLON 610 COPOLYMER,NYLON 66-NYLON 610 COPOLYMER,,26572-08-7,26572-08-7,NYLON 66-NYLON 610 COPOLYMER,,,,,,,175.300,177.1200,177.1500,,,,,,,,,,,,,,,,,,,,,NYLON 66-NYLON 610 COPOLYMER,"DECANEDIOIC ACID, POLYMER WITH 1,6-HEXANEDIAMINE AND HEXANEDIOIC ACID",HEXAMETHYLENEDIAMMONIUM ADIPATE-HEXAMETHYLENEDIAMMONIUM SEBACATE COPOLYMER,NYLON 66/610,POLY(ADIPIC ACID-CO-HEXAMETHYLENEDIAMINE-CO-SEBACIC ACID),"POLY(DECANEDIOIC ACID-CO-1,6-HEXANEDIAMINE-CO-HEXANEDIOIC ACID)",,,,,,,,,,,,,,
indirect_additives,NYLON 6/69 RESINS,POLY(NYLON 6-CO-NYLON 69),,51995-62-1,51995-62-1,NYLON 6/69 RESINS,,,,,,,177.1200,177.1395,177.1500,,,,,,,,,,,,,,,,,,,,,POLY(NYLON 6-CO-NYLON 69),NYLON 6/69,POLY(AZELAIC ACID-CO-CAPROLACTAM-CO-HEXAMETHYLENEDIAMINE),"NONANEDIOIC ACID, COMPD. WITH 1,6-HEXANEDIAMINE (1:1), POLYMER WITH HEXAHYDRO-2H-AZEPIN-2-ONE","POLY(HEXAHYDRO-2H-AZEPIN-2-ONE-CO-1,6-HEXANEDIAMINE NONANEDIOATE)",,,,,,,,,,,,,,,
indirect_additives,NYLON 6/12 RESINS,NYLON 6-NYLON 12 COPOLYMER,,25191-04-2,25191-04-2,NYLON 6/12 RESINS,,,,,,,175.300,177.1200,177.1390,177.1395,,,,,,,,,,,,,,,,,,,,NYLON 6-NYLON 12 COPOLYMER,"AZACYCLOTRIDECAN-2-ONE, POLYMER WITH HEXAHYDRO-2H-AZEPIN-2-ONE",EPSILON-CAPROLACTAM-OMEGA-LAUROLACTAM COPOLYMER,NYLON 12/6 COPOLYMER,POLY(CAPROLACTAM-CO-LAUROLACTAM),NYLON 6/12,OMEGA-LAUROLACTAM-EPSILON-CAPROLACTAM COPOLYMER,POLY(AZACYCLOTRIDECAN-2-ONE-CO-HEXAHYDRO-2H-AZAPIN-2-ONE),NYLON 6/12 RESIN,,,,,,,,,,,
indirect_additives,NYLON RESINS PA 6-3-T,"POLY(DIMETHYL TEREPHTHALATE-CO-2,2,4-TRIMETHYL-1,6-HEXANEDIAMINE-CO-2,4,4-TRIMETHYL-1,6-HEXANEDIAMINE)",,26246-77-5,26246-77-5,NYLON RESINS PA 6-3-T,,,,,,,177.1200,177.1500,,,,,,,,,,,,,,,,,,,,,,"POLY(DIMETHYL TEREPHTHALATE-CO-2,2,4-TRIMETHYL-1,6-HEXANEDIAMINE-CO-2,4,4-TRIMETHYL-1,6-HEXANEDIAMINE)","DIMETHYL 1,4-BENZENEDICARBOXYLATE-2,2,4-TRIMETHYL-1,6-HEXANEDIAMINE-2,4,4-TRIMETHYL-1,6-HEXANEDIAMINE COPOLYMER",POLY(TRIMETHYLHEXAMETHYLENE TEREPHTHALAMIDE),"1,4-BENZENEDICARBOXYLIC ACID, DIMETHYL ESTER, POLYMER WITH 2,2,4-TRIMETHYL-1,6-HEXANEDIAMINE AND 2,4,4-TRIMETHYL-1,6-HEXANEDIAMINE",,,,,,,,,,,,,,,,
indirect_additives,NYLON 66 SALT,NYLON 66 SALT,,3323-53-3,3323-53-3,NYLON 66 SALT,,,,,,,177.1500,,,,,,,,,,,,,,,,,,,,,,,NYLON 66 SALT,HEXAMETHYLENEDIAMMONIUM ADIPATE,,,,,,,,,,,,,,,,,,
indirect_additives,NYLON 12T TERPOLYMER,NYLON 12T TERPOLYMER,,79331-75-2,79331-75-2,NYLON 12T TERPOLYMER,,,,,,,177.1500,,,,,,,,,,,,,,,,,,,,,,,NYLON 12T TERPOLYMER,"POLY(ISOPHTHALIC ACID-CO-LAUROLACTAM-CO-4,4'-METHYLENEBIS(2-METHYLCYCLOHEXYLAMINE))",OMEGA-LAUROLACTAM-ISOPHTHALIC ACID-BIS(4-AMINO-3-METHYLCYCLOHEXYL)METHANE COPOLYMER,"1,3-BENZENEDICARBOXYLIC ACID, POLYMER WITH AZACYCLOTRIDECAN-2-ONE AND 4,4'-METHYLENEBIS(2-METHYLCYCLOHEXANAMINE)",,,,,,,,,,,,,,,,
